,1H4,1H6,2H4,2H6,3H6,Ado,Ant,AWW,AYL,Cor,Cym,Err,H5,H8,Ham,JC,Jn,LLL,Lr,Luc,Mac,MM,MND,MV,Oth,Per,PhT,R2,R3,Rom,Shr,Son,TGV,Tim,Tit,Tmp,TN,TNK,Tro,Ven,Wiv,WT
senseless,0,0,0,1,0,1,0,1,1,1,6,2,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,0,1,0,1
south,2,0,2,0,1,0,0,0,2,3,4,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,2
spoil,2,1,0,3,1,0,0,1,0,4,0,0,4,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
spurn,0,1,1,0,1,0,1,0,0,1,2,4,0,0,0,2,1,0,1,2,1,0,3,2,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0
spy,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,1,0,0,1,1,2,0,0,1,1,0,1,0,1,4,1,2,0
stale,1,0,1,0,1,2,2,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,1,0,2,2,0,1,1
strumpet,0,2,0,0,0,0,1,2,0,0,2,1,0,0,2,0,1,0,0,1,0,1,0,2,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
sue,1,1,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,3,1,1,0,4,0,0,3,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0
thereby,1,1,0,3,1,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,2,1,0,2,0,1,1,0,0,1,1
throats,1,1,0,1,0,0,2,0,0,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5,4,1,0,2,0,0,0,0
treacherous,1,3,0,0,1,1,0,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,3,3,1,0,0,1,0,1,1,0,2,0,0,0,0
treachery,0,6,0,1,1,2,0,0,0,0,0,0,1,1,2,0,1,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,1,1
tribute,0,1,1,1,0,0,0,0,0,0,13,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,0,0
verges,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walks,1,0,0,1,2,0,0,0,0,1,0,1,0,0,2,4,3,0,1,1,0,0,2,1,0,0,0,0,1,0,0,2,0,2,2,0,1,0,0,0,0,0
whereto,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,2,0,0,2,0,1,1,1,0,1,1,0,3,0,1,0,3,0,0,0,0,1,4,0,0,0,1
agèd,0,2,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,1,0,2,1,0,0,0,1,2,5,1,0,2,0,0,0,1
altogether,2,0,0,0,0,0,0,2,2,0,1,0,1,0,1,0,0,0,3,1,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,1,1,1,0,3,1
apace,1,0,0,0,0,0,5,1,2,0,0,0,1,0,0,1,1,1,2,0,1,1,1,0,0,0,0,0,1,2,2,0,0,1,0,1,0,0,0,1,0,1
aunt,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0,0,0,6,0,0,1,3,0,2,0
band,0,1,1,2,1,1,1,3,1,0,1,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,2,0,0
barnardine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bohemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
bosoms,0,0,1,1,1,0,0,0,0,1,0,0,4,0,0,1,0,0,1,1,2,0,4,1,0,0,0,0,2,0,0,1,0,1,2,0,0,1,2,0,0,1
bottle,4,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,0
cambio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
choler,2,2,1,2,0,0,0,0,0,4,0,0,1,2,2,1,0,1,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0
chorus,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,2,0,0,4,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1
crest,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4,1,0
crossed,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,2,0,0,1,0,1,1,0,0,0,0,0,2,4,1,2,2,0,0,0,1,0,0,1,2
dearer,1,0,1,0,0,0,0,1,1,2,1,1,0,0,0,2,0,0,4,2,0,1,0,0,0,1,0,1,0,1,0,2,1,0,2,0,0,1,0,0,0,1
destroy,0,2,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,1,3,2,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,0,1,1,3,0,0
doublet,2,0,1,1,0,4,0,0,4,0,1,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,2,0
dove,0,1,2,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,4,0,0,1,1,0,0,3,2,1,0,0,0,1,1,2,0,0,1,1
drawing,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,4,1,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,4,0,4,0,0,0
eldest,1,0,1,3,1,1,0,1,2,0,1,1,0,1,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,1
eleven,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,1,2,1,0,0,0,0,0,1,2,1,0,5,1
ely,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
event,0,2,2,1,1,1,0,1,0,1,1,0,0,1,2,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,2,1,1,0,0,1
exceeding,1,2,5,1,0,4,0,2,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
expedition,2,2,3,0,0,0,0,0,0,1,0,1,4,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,1
fleet,0,0,1,1,1,1,3,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,2,6,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,0,0
froth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
funeral,0,4,0,0,1,0,1,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,4,0,0,0,0
grandsire,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,2,1,0,0,0,10,0,0,0,2,0,2,0
gray,1,1,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,4,1,1,1,0,1,0,2,1,0,1,1,1
guide,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,2,0,0,1,1,0,0,1,1,2,1,0,0,5,1,4,0
husbands,0,1,0,0,1,1,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,5,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,1
instruct,0,2,1,0,0,0,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,6,0,0,1,1,1,0,2,0,0,0,2
je,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kingdoms,1,1,0,1,0,0,6,0,2,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2
lays,0,0,0,2,1,0,0,1,1,0,0,2,0,1,0,0,2,0,0,1,1,0,0,1,0,1,0,0,1,0,0,4,0,1,0,1,0,2,1,0,1,3
livery,1,0,0,2,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,2,0,2,1,2,0,3,0,2,1,2,0,1,0,1,0,0,0,1,0,1,0,0
maecenas,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manage,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,1,1,0,3,0,2,1,0,1,0,0,1,0,1,1,1,0,1
mar,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,2,5,1,1,1,1,1,0,0,0,0,0,2,1,1,1,2,0,1,0,0,0,0,0,2
merrily,4,0,2,0,0,0,0,1,2,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,1,0,1,2
miracle,1,2,1,8,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1
mutiny,0,3,0,1,0,0,1,0,1,2,0,0,0,1,0,5,0,1,0,2,0,0,0,0,2,1,0,2,0,2,0,0,0,0,1,0,0,0,1,2,0,0
named,1,2,0,0,0,1,1,0,0,2,1,2,2,2,0,0,1,0,2,0,2,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
nest,1,0,0,3,1,2,0,1,1,0,2,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,1,1,0,0,0,1,0,2
oracle,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,1,3,0,0,14
owl,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,5,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,0,0
petition,0,1,0,3,0,0,1,2,0,4,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,2
phrase,0,0,3,0,0,0,1,1,0,0,0,0,2,1,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3,0
pierce,1,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,2,4,0,0,1,1,2,1,0,0,3,2,0,0,0,0,1,1,1,0,0,1,0,0,0
pit,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,1,0,0,0,2,0
proceeding,0,2,2,0,0,0,0,2,0,0,0,0,1,2,1,1,1,1,2,0,1,1,0,1,2,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,1
recover,0,1,1,1,1,0,2,0,0,0,0,4,0,0,3,1,1,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,4,1,0,0,0,0,1
rightly,2,0,1,1,1,1,2,1,1,1,0,0,0,1,1,1,0,1,2,0,1,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
robbed,2,0,0,1,2,0,2,0,0,0,1,0,0,2,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,2
rutland,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
safely,0,2,1,1,1,0,0,2,0,2,2,0,0,2,3,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0
score,2,0,4,2,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,4,1,0,1,0,1,0,0,0,0,1,0
scroop,3,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
setting,3,0,1,1,1,0,0,2,0,0,0,0,1,1,0,1,0,1,0,0,2,1,1,0,0,0,0,2,0,0,1,0,0,3,0,2,0,0,0,0,1,0
shout,0,0,2,0,1,0,1,0,1,7,0,0,0,0,0,6,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0
shrewd,0,1,1,1,0,1,1,2,1,0,0,0,0,2,0,1,1,1,0,0,0,1,2,1,1,0,0,1,1,0,4,0,0,0,0,0,0,1,1,1,1,0
sixth,0,2,0,1,3,3,0,0,2,1,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0
skin,1,0,1,3,1,1,0,1,1,0,0,3,2,0,1,0,3,0,1,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
society,1,0,1,0,0,0,0,0,3,0,1,0,0,1,1,0,1,4,1,1,2,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0,0,0,0,0,2
soil,2,1,2,2,0,1,0,0,1,0,0,0,0,1,2,1,1,3,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,2,0,0,0
sounded,2,1,2,1,1,0,1,0,1,2,0,0,0,1,1,1,0,0,2,0,1,1,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0
spit,1,0,1,0,0,1,0,0,2,1,1,2,1,1,0,0,1,1,1,0,0,1,0,0,0,2,0,3,1,1,1,0,0,1,1,0,0,0,1,0,0,1
sting,0,0,0,5,2,0,1,0,2,0,0,0,0,1,2,2,0,0,1,3,1,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,1
tail,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,1,3,0,2,0,0,1,0,4,3,3,0,0
tales,2,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,1,2,1,0,1,1,2,0,1,0,2,0,0,1,0,1,0,1,1,1,2,0,0,0,0
terrible,0,1,1,1,0,1,1,2,0,1,1,0,2,1,0,2,0,0,2,0,5,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
tie,1,0,0,0,0,0,3,1,0,2,1,0,0,0,0,0,1,0,1,1,1,4,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,3,1,1,0,1
tired,2,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,2,0,0,2,4,0,0,1,0,1,0,1,2,0,1
torch,0,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,5,3,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,1,2,0,0,0
touches,0,0,0,0,0,0,2,0,3,0,0,1,2,0,1,2,0,0,2,0,0,1,0,2,0,0,0,0,2,0,0,4,0,2,1,0,0,0,1,1,0,1
towns,0,9,1,5,3,0,0,0,0,1,0,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
virginity,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
vous,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
wanting,0,3,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,2,0,3,0,1,2,0,0,4,1,0,0,0
weakness,0,1,0,0,1,0,1,1,1,1,0,1,1,2,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,2,0,1,2,1,0,2
wenches,0,0,3,0,0,0,1,0,0,0,0,3,0,1,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,4
willow,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
windsor,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
working,1,1,2,0,0,2,0,0,2,0,0,1,4,2,2,0,0,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
worms,2,0,2,0,0,0,0,0,2,0,2,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0
à,0,5,0,2,2,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0
antiochus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appeared,1,0,1,0,0,2,3,0,0,1,2,0,1,2,3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
armèd,2,1,3,0,1,0,0,0,0,0,0,0,3,0,2,0,3,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0
beggars,1,0,2,0,1,0,1,0,0,1,2,0,0,0,2,1,1,0,3,0,0,0,0,0,0,2,0,1,2,1,1,0,0,2,0,0,0,0,2,0,0,0
begot,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,6,2,2,0,0,2,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0
beguile,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,1,0,2,0,4,0,0,1,0,0,2,1,0,1,1,0,2,1,0,1,0,1
betrayed,1,2,0,1,1,0,5,0,0,1,3,0,2,1,0,1,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
breathing,0,1,0,1,0,1,1,1,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,3,0,1,0,2,5,0,0,0,0,0,0,1,0,1,1,1,0,0
bushy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carries,1,0,0,0,1,0,1,3,1,2,0,1,0,2,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,1,0,0
closet,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,2,1,0,2,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,6,0
comforts,0,0,1,0,0,0,2,2,0,1,1,0,0,3,0,0,0,0,2,0,0,2,1,1,3,0,0,0,1,0,0,0,0,2,1,0,0,3,0,0,0,1
conceive,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,2,0,1,1,2,1,1,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,2,3
craves,0,2,0,2,1,0,1,0,0,2,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0,2,0,1,0,3,1,0,0,1,1,0,1,1,1,0,0,0
crosses,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,2,1,6,1,0,0
cyprus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egeon,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ev,0,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,6,0,0,0,0
evils,0,0,2,0,0,0,1,1,3,0,1,0,0,1,0,3,1,0,0,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2
exile,0,0,0,1,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,2,0,1,1,0,0,0,0,0,0
fever,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,1,3,2,0,0,1,3,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,2,3,0,0,0
flame,1,1,1,0,0,0,0,2,0,2,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,3,0,1,0,1,1,1,1,0,1,0
forsake,0,3,0,3,2,0,1,2,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,0,1
hap,0,1,0,1,2,0,1,0,0,1,0,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,2,3,1,1,1,1,1,1,0,0,0,0,0
hungry,0,2,0,2,1,0,1,0,1,3,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,2,1,1,0,0,2,1,0,0,0,1
instantly,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,3,0,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,3
juno,0,0,0,0,0,0,2,1,2,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,3,1,0,0,1
kingly,0,1,1,1,4,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,3,3,0,0,1,0,0,0,0,0,0,1,0,0,1
lightning,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,3,1,1,1,0,2,0,1,0,0,0,0,1,1,2,0,0,0,0,1,4,0,2,0,1,0,0
likeness,2,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,1,2,1,0,0,0,1,0,3,0,1,0,1,1,1,0,0,0,1,0,1
lions,1,3,0,0,2,0,1,0,0,1,1,0,1,0,0,2,4,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,2,1,0,0,0
litio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
manly,0,0,0,2,1,1,0,1,1,0,1,0,2,0,0,0,1,0,0,3,2,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0
marching,3,3,0,2,1,0,3,0,0,1,0,0,1,0,1,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
matters,1,0,1,3,0,0,2,0,1,0,0,0,1,1,2,3,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2
miss,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,3,0,0,2,0,0,0,1,0,2,1,0,0,0,1,3,0,0,1,1,2,2
noted,2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,1,1,2,0,1,1,0,0,0,1,0,0,3
pearl,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,2,0,1,1,0,2,0,1,0,0,0,2,0,3,1,2,0,2,0,1,0,2,0,1,0
perpetual,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,2,3,0,3,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,1,0,0,1,2
physician,0,0,3,0,0,0,1,4,0,1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,0,0,1,1,1,0,0,0,0,1,0,3,1
pilgrim,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
poisoned,1,1,0,0,0,0,2,0,0,1,2,0,1,0,5,0,2,0,3,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
profess,1,0,0,0,0,0,0,2,1,1,3,0,0,4,0,1,0,0,3,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2
push,2,0,1,0,0,1,0,0,1,0,0,0,2,1,1,2,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,5
qualities,0,1,1,0,0,1,1,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,0,3,1,0,1,0,1,1,1,0,0
ragged,2,0,5,4,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,1,0
raised,0,0,0,2,2,0,1,1,0,2,0,1,0,3,1,0,0,0,2,0,0,0,0,1,3,0,0,0,2,1,0,1,0,1,0,3,0,0,0,0,0,0
royalty,2,0,0,1,0,0,1,0,0,0,2,0,2,1,0,0,5,1,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2
secrets,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,3,0,3,1,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1,1,1,0,4
selfsame,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,2,2,0,2,0,0,0,0,3,0,1,1,0,1,1,0,0,2,1,0,0,1
sinews,0,2,0,0,1,0,0,0,0,1,0,0,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,7,1,0,0
smoke,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,1,0,4,1,0,0,0,0,1,0,0,0,2,0,1,0,2,2,0,1,1,0,1,0,0
solanio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
